activity_id,name,start_date,sport_type,distance,workout_time_min,calories,total_elevation_gain,start_lat,start_long,end_lat,end_long,average_speed_km/h,max_speed_km/h,average_temp,average_heartrate,max_heartrate,avg_time_per_lap,lap_count,distance_score,workout_time_score,calorie_score,total_elevation_gain_score,average_heartrate_score,max_heartrate_score,avg_time_per_lap_score,lap_count_score,avg_speed_score,max_speed_score,effort_score,effort_score_label,effort_score_rank
7480345431,Afternoon Workout,2022-07-16,Functional-Cardio Workout,0,30.03,356,0,,NaN,,NaN,0,0,35,145.9,172,7.4975,4,1,25,35,1,20,25,5,20,1,1,134,Medium Effort,3
7475135473,Afternoon Workout,2022-07-15,Functional-Cardio Workout,0,25.17,294,0,,NaN,,NaN,0,0,34,142.7,172,5.024,5,1,20,25,1,15,25,5,25,1,1,119,Low Effort,2
7468783204,Evening Workout,2022-07-13,Functional-Cardio Workout,0,46.22,356,0,,NaN,,NaN,0,0,30,137.5,179,15.39333333,3,1,40,35,1,15,30,10,10,1,1,144,Medium Effort,3
7459486964,Afternoon Workout,2022-07-12,Functional-Cardio Workout,0,55.43,476,0,,NaN,,NaN,0,0,34,134.6,177,11.08,5,1,45,40,1,15,30,10,25,1,1,169,High Effort,4
7453924352,Evening Workout,2022-07-11,Functional-Cardio Workout,0,45.58,482,0,,NaN,,NaN,0,0,33,146.1,173,9.112,5,1,40,40,1,20,25,5,25,1,1,159,High Effort,4
7447936857,Afternoon Workout,2022-07-10,Functional-Cardio Workout,0,19.9,225,0,,NaN,,NaN,0,0,30,140.8,164,3.97,5,1,10,25,1,15,15,1,25,1,1,95,No Effort,1
7437706104,Evening Workout,2022-07-09,Functional-Cardio Workout,0,55.18,526,0,,NaN,,NaN,0,0,33,145.7,178,11.034,5,1,45,50,1,20,30,10,25,1,1,184,High Effort,4
7442268337,Afternoon Workout,2022-07-09,Functional-Cardio Workout,0,28.97,248,0,,NaN,,NaN,0,0,33,121.9,156,7.2325,4,1,20,25,1,10,15,5,20,1,1,99,No Effort,1
7432748111,Evening Workout,2022-07-07,Functional-Cardio Workout,0,49.53,529,0,,NaN,,NaN,0,0,33,147.8,171,9.9,5,1,40,50,1,20,25,5,25,1,1,169,High Effort,4
7427666085,Evening Workout,2022-07-07,Functional-Cardio Workout,0,47.93,457,0,,NaN,,NaN,0,0,29,138.7,177,9.576,5,1,40,40,1,15,30,5,25,1,1,159,High Effort,4
7421602405,Afternoon Swim,2022-07-05,Swim,0.32,14.58,69,0,,NaN,,NaN,1.6668,7.2,NaN,101.3,122,1.925,6,20,5,5,1,10,10,1,35,5,10,102,Low Effort,2
7421954219,Evening Workout,2022-07-05,Functional-Cardio Workout,0,31.98,337,0,,NaN,,NaN,0,0,33,139.4,165,7.9875,4,1,25,35,1,15,25,5,20,1,1,129,Medium Effort,3
7416233723,Afternoon Workout,2022-07-04,Functional-Cardio Workout,0,27.95,282,0,,NaN,,NaN,0,0,33,131.9,170,5.578,5,1,20,25,1,15,25,5,25,1,1,119,Low Effort,2
7409993831,Lunch Workout,2022-07-03,Functional-Cardio Workout,0,21.3,263,0,,NaN,,NaN,0,0,33,145.5,163,7.096666667,3,1,15,25,1,20,15,5,10,1,1,94,No Effort,1
7404375396,Lunch Workout,2022-07-02,Functional-Cardio Workout,0,34.45,371,0,,NaN,,NaN,0,0,33,137.9,168,8.57,4,1,25,35,1,15,25,5,20,1,1,129,Medium Effort,3
7399870148,Afternoon Swim,2022-07-01,Swim,0.43,21.03,93,0,,NaN,,NaN,1.674,9.2376,NaN,118.9,148,2.212857143,7,30,15,5,1,10,15,1,35,5,10,127,Medium Effort,3
7395320176,Afternoon Workout,2022-06-30,Functional-Cardio Workout,0,30.03,353,0,,NaN,,NaN,0,0,33,144.3,170,5.998,5,1,25,35,1,15,25,5,25,1,1,134,Medium Effort,3
7395319816,Afternoon Swim,2022-06-30,Swim,0.42,14.73,90,0,,NaN,,NaN,2.0196,8.5176,NaN,115.6,136,2.49,5,30,5,5,1,10,15,1,25,5,10,107,Low Effort,2
7389902443,Afternoon Swim,2022-06-29,Swim,0.11,4.88,24,0,,NaN,,NaN,1.8,2.4048,NaN,116.7,136,1.865,2,10,1,5,1,10,15,1,5,5,5,58,No Effort,1
7390401164,Evening Workout,2022-06-29,Functional-Cardio Workout,0,32.6,407,0,,NaN,,NaN,0,0,33,149.2,177,6.51,5,1,25,40,1,20,30,5,25,1,1,149,Medium Effort,3
7389902513,Afternoon Swim,2022-06-29,Swim,0.21,8.27,45,0,,NaN,,NaN,1.9944,4.2048,NaN,122.3,136,1.5725,4,15,1,5,1,10,15,1,20,5,5,78,No Effort,1
7384818542,Evening Workout,2022-06-28,Functional-Cardio Workout,0,32.47,375,0,,NaN,,NaN,0,0,32,143.2,175,6.484,5,1,25,35,1,15,30,5,25,1,1,139,Medium Effort,3
7384553991,Afternoon Swim,2022-06-28,Swim,0.35,12.35,85,0,,NaN,,NaN,2.2212,11.916,NaN,125.5,145,1.581666667,6,25,5,5,1,10,15,1,35,5,15,117,Low Effort,2
7379317731,Evening Workout,2022-06-27,Functional-Cardio Workout,0,30.02,352,0,,NaN,,NaN,0,0,31,142.7,169,6,5,1,25,35,1,15,25,5,25,1,1,134,Medium Effort,3
7367779138,Afternoon Workout,2022-06-25,Functional-Cardio Workout,0,45.8,430,0,,NaN,,NaN,0,0,33,133.4,175,7.626666667,6,1,40,40,1,15,30,5,35,1,1,169,High Effort,4
7358660325,Evening Hike,2022-06-24,Hike,1.92,35.28,213,30,30.37100656,-97.78484504,30.37143655,-97.78554375,3.8052,22.9536,35,107.5,128,35.28,1,2,30,25,5,10,10,20,5,5,0,112,Low Effort,2
7363091019,Evening Workout,2022-06-24,Functional-Cardio Workout,0,32.92,344,0,,NaN,,NaN,0,0,33,135.5,158,6.572,5,1,25,35,1,15,15,5,25,1,1,124,Low Effort,2
7362922978,Afternoon Swim,2022-06-24,Swim,0.31,19.6,66,0,,NaN,,NaN,1.7172,22.68,NaN,132.3,159,0.89,12,20,10,5,1,15,15,1,35,5,0,107,Low Effort,2
7358463108,Afternoon Workout,2022-06-23,Functional-Cardio Workout,0,44.37,313,0,,NaN,,NaN,0,0,34,118.1,168,8.866,5,1,35,35,1,10,25,5,25,1,1,139,Medium Effort,3
7352895855,Afternoon Workout,2022-06-22,Functional-Cardio Workout,0,20.05,222,0,,NaN,,NaN,0,0,33,138.4,168,5.01,4,1,15,25,1,15,25,5,20,1,1,109,Low Effort,2
7352524704,Afternoon Swim,2022-06-22,Swim,0.14,6.27,32,0,,NaN,,NaN,2.0916,7.9776,NaN,98.8,121,1,4,10,1,5,1,5,10,1,20,5,10,68,No Effort,1
7352638274,Afternoon Swim,2022-06-22,Swim,0.42,24.95,93,0,,NaN,,NaN,1.7244,22.9104,NaN,125.2,157,1.116153846,13,30,15,5,1,10,15,1,35,5,0,117,Low Effort,2
7350407967,Evening Swim,2022-06-21,Swim,0.29,14.33,62,0,30.38956619,-97.73843167,30.38949863,-97.73840477,1.3896,4.536,31,124,149,2.04,7,15,5,5,1,10,15,1,35,5,5,97,No Effort,1
7341104282,Afternoon Swim,2022-06-20,Swim,0.25,22.03,52,0,30.38982913,-97.73879553,30.3895392,-97.73829974,0.9936,5.8392,30,127.7,147,7.34,3,15,15,5,1,10,15,5,10,5,10,91,No Effort,1
7342208546,Evening Weight Training,2022-06-20,WeightTraining,0,25.27,281,0,,NaN,,NaN,0,0,32,137.9,163,25.27,1,1,20,25,1,15,15,15,5,1,1,99,No Effort,1
7335189040,Morning Workout,2022-06-19,Functional-Cardio Workout,0,39.75,185,0,,NaN,,NaN,0,0,27,96.8,131,4.96375,8,1,30,15,1,5,15,1,35,1,1,105,Low Effort,2
7325431372,Afternoon Swim,2022-06-17,Swim,0.13,7.82,25,0,30.38949193,-97.73835515,30.38949545,-97.73831382,1.1088,2.9736,30,126.7,146,7.82,1,10,1,5,1,10,15,5,5,5,5,62,No Effort,1
7325431689,Afternoon Swim,2022-06-17,Swim,0.38,9.65,93,0,,NaN,,NaN,3.4092,18,NaN,120.5,144,1.64,4,25,1,5,1,10,15,1,20,5,20,103,Low Effort,2
7326034820,Evening Weight Training,2022-06-17,WeightTraining,0,36.55,320,0,,NaN,,NaN,0,0,34,126.9,160,36.55,1,1,30,35,1,10,15,20,5,1,1,119,Low Effort,2
7315990079,Evening Workout,2022-06-16,Functional-Cardio Workout,0,29.4,271,0,,NaN,,NaN,0,0,28,127,153,5.874,5,1,20,25,1,10,15,5,25,1,1,104,Low Effort,2
7304622665,Evening Run,2022-06-13,Run,5.59,36.35,483,50,30.38701097,-97.73673451,30.38890343,-97.73587603,9.4104,18.6588,34,163.4,176,6.05,6,10,30,40,5,30,30,5,35,25,20,230,High Effort,4
7299034268,Afternoon Workout,2022-06-12,Functional-Cardio Workout,0,53.15,496,0,,NaN,,NaN,0,0,34,142.8,180,13.2775,4,1,0,40,1,15,30,10,20,1,1,119,Low Effort,2
7292234833,Lunch Workout,2022-06-11,Functional-Cardio Workout,0,58.9,534,0,,NaN,,NaN,0,0,34,141.1,177,11.77,5,1,45,50,1,15,30,10,25,1,1,179,High Effort,4
7287926248,Evening Workout,2022-06-10,Functional-Cardio Workout,0,26.65,240,0,,NaN,,NaN,0,0,34,140,173,5.6975,4,1,20,25,1,15,25,5,20,1,1,114,Low Effort,2
7282464979,Afternoon Swim,2022-06-09,Swim,0.17,11.8,35,0,30.3894967,-97.73820234,30.38959217,-97.73830393,1.0116,2.7432,30,122,142,11.8,1,10,5,5,1,10,15,10,5,5,5,71,No Effort,1
7283209084,Evening Workout,2022-06-09,Functional-Cardio Workout,0,58.07,439,0,,NaN,,NaN,0,0,31,157.2,182,9.666666667,6,1,45,40,1,30,30,5,35,1,1,189,High Effort,4
7277894545,Evening Workout,2022-06-08,Functional-Cardio Workout,0,58.97,476,0,,NaN,,NaN,0,0,33,136.5,172,11.788,5,1,45,40,1,15,25,10,25,1,1,164,High Effort,4
7261210263,Afternoon Activity,2022-06-05,Functional-Cardio Workout,0,30.5,328,0,,NaN,,NaN,0,0,36,140.3,170,30.48,1,1,25,35,1,15,25,20,5,1,1,129,Medium Effort,3
7245291707,Afternoon Activity,2022-06-02,Functional-Cardio Workout,0,33.7,399,0,,NaN,,NaN,0,0,35,147.2,173,33.7,1,1,25,35,1,20,25,20,5,1,1,134,Medium Effort,3
7237638521,Morning Run,2022-06-01,Run,4.84,38.25,393,37,30.38876974,-97.73594141,30.38903637,-97.73593462,9.3888,24.2208,29,156.4,172,7.644,5,5,30,35,5,30,25,5,25,25,0,185,High Effort,4
7234907479,Evening Activity,2022-05-31,Functional-Cardio Workout,0,50.08,481,0,,NaN,,NaN,0,0,32,149.2,183,8.333333333,6,1,0,40,1,20,30,5,35,1,1,134,Medium Effort,3
7228758859,Afternoon Activity,2022-05-30,Functional-Cardio Workout,0,30.87,361,0,,NaN,,NaN,0,0,34,143.5,171,10.28,3,1,25,35,1,15,25,10,10,1,1,124,Low Effort,2
7224099974,Afternoon Activity,2022-05-29,WeightTraining,0,26.95,285,0,,NaN,,NaN,0,0,33,136.4,163,26.95,1,1,20,25,1,15,15,15,5,1,1,99,No Effort,1
7218344699,Afternoon Walk,2022-05-28,Walk,5.5,118.18,503,234,39.3156998,-77.74034,39.31896044,-77.73943031,3.9492,9.2448,26,104,148,29.54,4,5,50,50,15,10,15,15,20,5,10,195,High Effort,4
7179587226,Morning Activity,2022-05-21,Functional-Cardio Workout,10.29,121.25,1118,217,30.79865931,-98.3591805,30.79871194,-98.359956,6.5844,14.796,30,145.5,177,121.23,1,5,50,100,15,20,30,20,5,10,15,270,High Effort,4
7171648251,Evening Activity,2022-05-20,Functional-Cardio Workout,0,49.1,385,0,,NaN,,NaN,0,0,32,130.9,161,8.173333333,6,1,40,35,1,15,15,5,35,1,1,149,Medium Effort,3
7166675139,Evening Activity,2022-05-18,Functional-Cardio Workout,0,35.97,493,0,,NaN,,NaN,0,0,30,158.9,184,7.186,5,1,30,40,1,30,30,5,25,1,1,164,High Effort,4
7154916883,Evening Activity,2022-05-17,Functional-Cardio Workout,0,42.87,462,0,,NaN,,NaN,0,0,33,140.4,168,10.71,4,1,35,40,1,15,25,10,20,1,1,149,Medium Effort,3
7143434657,Afternoon Activity,2022-05-14,Functional-Cardio Workout,0,6.85,90,0,,NaN,,NaN,0,0,34,147.5,162,6.85,1,1,1,5,1,20,15,5,5,1,1,55,No Effort,1
7133025525,Evening Activity,2022-05-12,Functional-Cardio Workout,0,5.7,55,0,,NaN,,NaN,0,0,31,123.8,148,5.7,1,1,1,5,1,10,15,5,5,1,1,45,No Effort,1
7133136466,Evening Activity,2022-05-12,WeightTraining,0,26.3,319,0,,NaN,,NaN,0,0,32,144,166,26.3,1,1,20,35,1,15,25,15,5,1,1,119,Low Effort,2
7127900671,Evening Activity,2022-05-11,Functional-Cardio Workout,0,33.42,450,0,,NaN,,NaN,0,0,29,157.2,181,5.56,6,1,25,40,1,30,30,5,35,1,1,169,High Effort,4
7121969262,Afternoon Activity,2022-05-10,Functional-Cardio Workout,0,47.83,474,0,,NaN,,NaN,0,0,32,144.7,176,9.56,5,1,40,40,1,15,30,5,25,1,1,159,High Effort,4
7116458201,Evening Activity,2022-05-10,Functional-Cardio Workout,0,49,467,0,,NaN,,NaN,0,0,31,141.8,175,12.2475,4,1,40,40,1,15,30,10,20,1,1,159,High Effort,4
7111449419,Evening Activity,2022-05-08,Functional-Cardio Workout,0,29.12,310,0,,NaN,,NaN,0,0,33,136.3,168,7.27,4,1,20,35,1,15,25,5,20,1,1,124,Low Effort,2
7099546136,Afternoon Activity,2022-05-06,Functional-Cardio Workout,0,51.52,444,0,,NaN,,NaN,0,0,32,141.2,176,12.8675,4,1,0,40,1,15,30,10,20,1,1,119,Low Effort,2
7094732292,Afternoon Activity,2022-05-05,Functional-Cardio Workout,0,40.07,497,0,,NaN,,NaN,0,0,31,148.1,172,8.002,5,1,35,40,1,20,25,5,25,1,1,154,High Effort,4
7085248120,Night Activity,2022-05-04,Functional-Cardio Workout,0,39.02,332,0,,NaN,,NaN,0,0,27,125.2,156,39.02,1,1,30,35,1,10,15,20,5,1,1,119,Low Effort,2
7089438915,Afternoon Activity,2022-05-04,Functional-Cardio Workout,0,38.97,387,0,,NaN,,NaN,0,0,31,141.8,180,9.7375,4,1,30,35,1,15,30,5,20,1,1,139,Medium Effort,3
7077988109,Afternoon Activity,2022-05-02,Functional-Cardio Workout,0,26.15,320,0,,NaN,,NaN,0,0,35,145.4,173,4.351666667,6,1,20,35,1,20,25,1,35,1,1,140,Medium Effort,3
7062071768,Evening Run,2022-04-30,Run,5.62,49.57,416,8,27.46784035,-99.50638309,27.46772074,-99.50628796,6.8292,14.508,33,131.7,172,8.255,6,10,40,40,5,15,25,5,35,10,15,200,High Effort,4
7056021664,Lunch Run,2022-04-28,Run,6.01,42.03,479,54,30.38909052,-97.73566833,30.38947172,-97.73560538,9.504,18.2628,30,154.7,170,5.998571429,7,10,35,40,5,20,25,5,35,25,20,220,High Effort,4
7052639785,Evening Activity,2022-04-27,Functional-Cardio Workout,0,31.03,373,0,,NaN,,NaN,0,0,29,157,182,5.163333333,6,1,25,35,1,30,30,5,35,1,1,164,High Effort,4
7046712057,Evening Activity,2022-04-26,Functional-Cardio Workout,0,46.38,501,0,,NaN,,NaN,0,0,30,146.4,176,9.274,5,1,40,50,1,20,30,5,25,1,1,174,High Effort,4
7041200880,Afternoon Activity,2022-04-25,Functional-Cardio Workout,0,46.3,423,0,,NaN,,NaN,0,0,28,136,182,11.57,4,1,40,40,1,15,30,10,20,1,1,159,High Effort,4
7035044022,Lunch Activity,2022-04-24,Functional-Cardio Workout,0,75.68,535,0,,NaN,,NaN,0,0,31,131.3,165,25.22,3,1,50,50,1,15,25,15,10,1,1,169,High Effort,4
7024937010,Afternoon Activity,2022-04-22,Functional-Cardio Workout,0,39.75,481,0,,NaN,,NaN,0,0,31,152,176,7.942,5,1,30,40,1,20,30,5,25,1,1,154,High Effort,4
7015258111,Evening Activity,2022-04-21,Functional-Cardio Workout,0,23.83,337,0,,NaN,,NaN,0,0,30,158.7,183,3.966666667,6,1,15,35,1,30,30,1,35,1,1,150,High Effort,4
7020510777,Evening Run,2022-04-21,Run,5.84,43.88,469,57,30.3885104,-97.73570303,30.38908565,-97.73586656,9.2448,15.8904,28,157,174,7.303333333,6,10,35,40,5,30,25,5,35,25,20,230,High Effort,4
7009700149,Afternoon Activity,2022-04-19,Functional-Cardio Workout,0,43.6,508,0,,NaN,,NaN,0,0,29,147.7,180,8.716,5,1,35,50,1,20,30,5,25,1,1,169,High Effort,4
7004644328,Evening Activity,2022-04-18,Functional-Cardio Workout,0,43.93,485,0,,NaN,,NaN,0,0,28,146.3,175,8.778,5,1,35,40,1,20,30,5,25,1,1,159,High Effort,4
6983291404,Morning Activity,2022-04-14,AlpineSki,34.47,376.47,501,0,39.46047571,-106.0785677,39.4784435,-106.0453734,21.0852,65.1744,18,101.5,125,22.418125,16,20,50,50,1,10,10,15,35,35,35,261,High Effort,4
6977793805,Afternoon Activity,2022-04-13,AlpineSki,17.25,99.25,222,0,39.48179433,-106.093408,39.47330095,-106.0511388,25.0164,62.9352,9,104.7,123,14.39857143,7,15,50,25,1,10,10,10,35,35,35,226,High Effort,4
6966265476,Morning Activity,2022-04-11,AlpineSki,13.37,173.22,302,0,39.46069599,-106.078466,39.47098117,-106.0551777,19.2888,50.9256,25,117.7,142,24.02285714,7,10,50,35,1,10,15,15,35,35,35,241,High Effort,4
6951773290,Evening Activity,2022-04-09,Functional-Cardio Workout,0,43.65,407,0,,NaN,,NaN,0,0,30,139.1,178,7.27,6,1,35,40,1,15,30,5,35,1,1,164,High Effort,4
6942779209,Evening Activity,2022-04-06,Functional-Cardio Workout,0,52.55,514,0,,NaN,,NaN,0,0,29,141.6,177,10.506,5,1,0,50,1,15,30,10,25,1,1,134,Medium Effort,3
6937587715,Afternoon Activity,2022-04-05,Functional-Cardio Workout,0,30.52,402,0,,NaN,,NaN,0,0,32,151.8,176,30.52,1,1,25,40,1,20,30,20,5,1,1,144,Medium Effort,3
6932738211,Evening Activity,2022-04-04,Functional-Cardio Workout,0,55.52,526,0,,NaN,,NaN,0,0,30,142.5,177,11.094,5,1,45,50,1,15,30,10,25,1,1,179,High Effort,4
6926091020,Morning Run,2022-04-03,Run,10.01,63.5,808,27,29.26846166,-94.82798838,29.26567174,-94.8257256,9.4932,14.3208,26,158,170,5.764545455,11,25,50,80,5,30,25,5,35,25,15,295,High Effort,4
6917539822,Afternoon Activity,2022-04-01,Functional-Cardio Workout,0,46.38,453,0,,NaN,,NaN,0,0,30,139.1,172,9.27,5,1,40,40,1,15,25,5,25,1,1,154,High Effort,4
6913502235,Afternoon Activity,2022-03-31,Functional-Cardio Workout,0,41.95,383,0,,NaN,,NaN,0,0,29,140.7,180,8.378,5,1,35,35,1,15,30,5,25,1,1,149,Medium Effort,3
6907498892,Lunch Activity,2022-03-30,Functional-Cardio Workout,0,26.35,270,0,,NaN,,NaN,0,0,27,130.1,162,26.37,1,1,20,25,1,15,15,15,5,1,1,99,No Effort,1
6904274850,Afternoon Activity,2022-03-29,Functional-Cardio Workout,0,52,431,0,,NaN,,NaN,0,0,29,143,174,10.388,5,1,0,40,1,15,25,10,25,1,1,119,Low Effort,2
6895845332,Morning Activity,2022-03-28,Functional-Cardio Workout,0,42.18,371,0,,NaN,,NaN,0,0,28,139.4,175,8.428,5,1,35,35,1,15,30,5,25,1,1,149,Medium Effort,3
6886421674,Morning Activity,2022-03-26,Functional-Cardio Workout,0,50.15,411,0,,NaN,,NaN,0,0,30,132.2,171,12.5325,4,1,0,40,1,15,25,10,20,1,1,114,Low Effort,2
6877797182,Afternoon Activity,2022-03-24,Functional-Cardio Workout,0,47.35,449,0,,NaN,,NaN,0,0,29,144,179,11.835,4,1,40,40,1,15,30,10,20,1,1,159,High Effort,4
6872684233,Evening Activity,2022-03-23,Functional-Cardio Workout,0,44.65,445,0,,NaN,,NaN,0,0,27,144.6,178,11.1575,4,1,35,40,1,15,30,10,20,1,1,154,High Effort,4
6863649542,Morning Activity,2022-03-22,Functional-Cardio Workout,0,42.3,390,0,,NaN,,NaN,0,0,28,136,176,10.5625,4,1,35,35,1,15,30,10,20,1,1,149,Medium Effort,3
6858501837,Morning Activity,2022-03-21,Functional-Cardio Workout,0,46.52,465,0,,NaN,,NaN,0,0,26,143.7,185,11.6225,4,1,40,40,1,15,35,10,20,1,1,164,High Effort,4
6849835953,Lunch Run,2022-03-19,Run,5.12,28.32,409,36,30.38731095,-97.73752986,30.38913569,-97.73586815,11.0988,19.476,27,165.7,182,4.711666667,6,10,20,40,5,35,30,1,35,35,20,231,High Effort,4
6845169227,Afternoon Activity,2022-03-18,Functional-Cardio Workout,0,43.05,254,0,,NaN,,NaN,0,0,29,109.1,145,43.05,1,1,35,25,1,10,15,20,5,1,1,114,Low Effort,2
6835800184,Evening Activity,2022-03-16,Functional-Cardio Workout,0,41.32,455,0,,NaN,,NaN,0,0,28,145.3,181,10.325,4,1,35,40,1,20,30,10,20,1,1,159,High Effort,4
6830789366,Evening Activity,2022-03-15,Functional-Cardio Workout,0,42.93,389,0,,NaN,,NaN,0,0,29,133.4,172,8.576,5,1,35,35,1,15,25,5,25,1,1,144,Medium Effort,3
6825189296,Afternoon Activity,2022-03-14,Functional-Cardio Workout,0,38.58,359,0,,NaN,,NaN,0,0,29,140.7,174,9.64,4,1,30,35,1,15,25,5,20,1,1,134,Medium Effort,3
6820712457,Evening Activity,2022-03-13,Functional-Cardio Workout,0,44.15,444,0,,NaN,,NaN,0,0,28,140.7,174,8.824,5,1,35,40,1,15,25,5,25,1,1,149,Medium Effort,3
6814345270,Afternoon Run,2022-03-12,Run,5.17,54.52,519,103,30.36977853,-97.78530193,30.36680991,-97.78492316,6.282,13.5144,22,146.8,175,9.078333333,6,10,0,50,10,20,30,5,35,10,15,185,High Effort,4
6805240312,Evening Activity,2022-03-11,Functional-Cardio Workout,0,48.52,454,0,,NaN,,NaN,0,0,28,138.1,174,9.7,5,1,40,40,1,15,25,5,25,1,1,154,High Effort,4
6797043556,Morning Activity,2022-03-09,Functional-Cardio Workout,0,40.83,440,0,,NaN,,NaN,0,0,25,138.6,171,8.156,5,1,35,40,1,15,25,5,25,1,1,149,Medium Effort,3
6795067469,Evening Activity,2022-03-09,Functional-Cardio Workout,0,58.73,502,0,,NaN,,NaN,0,0,26,137,179,11.742,5,1,45,50,1,15,30,10,25,1,1,179,High Effort,4
6789848407,Evening Activity,2022-03-08,Functional-Cardio Workout,0,38.6,353,0,,NaN,,NaN,0,0,25,140.3,179,7.712,5,1,30,35,1,15,30,5,25,1,1,144,Medium Effort,3
6764870542,Evening Activity,2022-03-03,Functional-Cardio Workout,0,42.78,431,0,,NaN,,NaN,0,0,27,137.3,168,8.554,5,1,35,40,1,15,25,5,25,1,1,149,Medium Effort,3
6769312477,Afternoon Run,2022-03-03,Run,5.07,29.47,380,40,30.38740634,-97.73831617,30.3891113,-97.73569716,11.808,19.692,25,166.2,190,4.908333333,6,10,20,35,5,35,35,1,35,35,20,231,High Effort,4
6759449303,Evening Activity,2022-03-02,Functional-Cardio Workout,0,46.03,475,0,,NaN,,NaN,0,0,27,143.5,175,9.2,5,1,40,40,1,15,30,5,25,1,1,159,High Effort,4
6754061766,Evening Activity,2022-03-01,Functional-Cardio Workout,0,45.35,394,0,,NaN,,NaN,0,0,25,135.5,173,11.325,4,1,40,35,1,15,25,10,20,1,1,149,Medium Effort,3
6742522507,Lunch Run,2022-02-26,Run,6.27,40.75,498,63,30.38899882,-97.7354732,30.38903511,-97.73583915,10.0008,16.2792,14,154.1,173,5.814285714,7,10,35,40,5,20,25,5,35,30,20,225,High Effort,4
6733856021,Afternoon Activity,2022-02-24,Functional-Cardio Workout,0,34.33,427,0,,NaN,,NaN,0,0,24,146.3,177,6.856,5,1,25,40,1,20,30,5,25,1,1,149,Medium Effort,3
6729396049,Evening Activity,2022-02-24,Functional-Cardio Workout,0,36.32,398,0,,NaN,,NaN,0,0,23,143,175,7.258,5,1,30,35,1,15,30,5,25,1,1,144,Medium Effort,3
6724528197,Evening Activity,2022-02-23,Functional-Cardio Workout,0,41.05,448,0,,NaN,,NaN,0,0,26,143.9,173,8.202,5,1,35,40,1,15,25,5,25,1,1,149,Medium Effort,3
6718717428,Afternoon Activity,2022-02-21,Functional-Cardio Workout,0,49.88,295,0,,NaN,,NaN,0,0,30,106.5,142,12.4625,4,1,40,25,1,10,15,10,20,1,1,124,Low Effort,2
6712135630,Morning Run,2022-02-20,Run,21.28,125.03,1769,188,30.26424534,-97.74396398,30.27131882,-97.74163557,10.2096,18.54,15,163.8,184,5.675454545,22,30,50,100,10,30,30,5,35,30,20,340,High Effort,4
6708815582,Afternoon Activity,2022-02-19,Functional-Cardio Workout,0,38.63,444,0,,NaN,,NaN,0,0,27,146.6,177,7.72,5,1,30,40,1,20,30,5,25,1,1,154,High Effort,4
6699460962,Afternoon Activity,2022-02-17,Functional-Cardio Workout,0,41.07,402,0,,NaN,,NaN,0,0,24,144.1,173,8.204,5,1,35,40,1,15,25,5,25,1,1,149,Medium Effort,3
6694671366,Evening Activity,2022-02-17,Functional-Cardio Workout,0,43.65,427,0,,NaN,,NaN,0,0,28,139.5,175,10.9125,4,1,35,40,1,15,30,10,20,1,1,154,High Effort,4
6689591048,Afternoon Activity,2022-02-15,Functional-Cardio Workout,0,49.28,482,0,,NaN,,NaN,0,0,27,143.2,181,9.846,5,1,40,40,1,15,30,5,25,1,1,159,High Effort,4
6683729889,Afternoon Activity,2022-02-14,Functional-Cardio Workout,0,45.35,488,0,,NaN,,NaN,0,0,31,141,174,45.35,1,1,40,40,1,15,25,20,5,1,1,149,Medium Effort,3
6667966076,Afternoon Activity,2022-02-11,Functional-Cardio Workout,0,48.37,474,0,,NaN,,NaN,0,0,29,141.5,172,12.0875,4,1,40,40,1,15,25,10,20,1,1,154,High Effort,4
6664140240,Evening Activity,2022-02-11,Functional-Cardio Workout,0,45.07,520,0,,NaN,,NaN,0,0,27,150.5,179,9.006,5,1,40,50,1,20,30,5,25,1,1,174,High Effort,4
6658899949,Evening Activity,2022-02-10,Functional-Cardio Workout,0,35.83,395,0,,NaN,,NaN,0,0,26,143.9,171,7.156,5,1,30,35,1,15,25,5,25,1,1,139,Medium Effort,3
6653353445,Afternoon Activity,2022-02-08,Functional-Cardio Workout,0,45.33,492,0,,NaN,,NaN,0,0,26,147.6,177,11.325,4,1,40,40,1,20,30,10,20,1,1,164,High Effort,4
6647988601,Evening Activity,2022-02-08,Functional-Cardio Workout,0,41.35,409,0,,NaN,,NaN,0,0,25,140.3,176,8.26,5,1,35,40,1,15,30,5,25,1,1,154,High Effort,4
6632209461,Afternoon Activity,2022-02-04,Functional-Cardio Workout,0,36.47,418,0,,NaN,,NaN,0,0,22,145.2,172,7.286,5,1,30,40,1,20,25,5,25,1,1,149,Medium Effort,3
6627986131,Evening Activity,2022-02-04,Functional-Cardio Workout,0,34.7,359,0,,NaN,,NaN,0,0,21,146.6,179,5.768333333,6,1,25,35,1,20,30,5,35,1,1,154,High Effort,4
6623045361,Evening Activity,2022-02-03,WeightTraining,0,33.43,395,0,,NaN,,NaN,0,0,24,147.5,172,33.43,1,1,25,35,1,20,25,20,5,1,1,134,Medium Effort,3
6609514085,Morning Activity,2022-01-31,Functional-Cardio Workout,0,43.73,432,0,,NaN,,NaN,0,0,26,135.6,163,10.9275,4,1,35,40,1,15,15,10,20,1,1,139,Medium Effort,3
